title,category,days_to_trend,archetype,confidence,timing,recommendation
PAPER TRAIL Album Photo Shoot - Call T.I. (404) 492-6706,Music,6403,Legacy Evergreen,24/100,Evergreen topic — publish whenever you're ready.,"Strong buy — high view ceiling, long relevance window. Publish whenever ready."
T.I. - Whatever You Like [Official Video],Music,6412,Legacy Evergreen,97/100,Evergreen topic — publish whenever you're ready.,"Strong buy — high view ceiling, long relevance window. Publish whenever ready."
T.I. - Beyond The Video - 'No Matter What'- Call T.I. (404) 492-6706,Music,6434,Legacy Evergreen,47/100,Evergreen topic — publish whenever you're ready.,"Strong buy — high view ceiling, long relevance window. Publish whenever ready."
T.I. - No Matter What [Official Video],Music,6452,Legacy Evergreen,86/100,Evergreen topic — publish whenever you're ready.,"Strong buy — high view ceiling, long relevance window. Publish whenever ready."
New Track Premieres Tuesday on StreetCred.com,Music,6515,Legacy Evergreen,17/100,Evergreen topic — publish whenever you're ready.,"Strong buy — high view ceiling, long relevance window. Publish whenever ready."
T.I. Vs. T.I.P. Street Racing Mobile Game,Music,6804,Legacy Evergreen,11/100,Evergreen topic — publish whenever you're ready.,"Strong buy — high view ceiling, long relevance window. Publish whenever ready."
T.I. VS. T.I.P - #3 'Mo Money Mo Problems',Music,6832,Legacy Evergreen,11/100,Evergreen topic — publish whenever you're ready.,"Strong buy — high view ceiling, long relevance window. Publish whenever ready."
T.I. Speaks To Boys And Girls Club Part2,Music,6832,Legacy Evergreen,62/100,Evergreen topic — publish whenever you're ready.,"Strong buy — high view ceiling, long relevance window. Publish whenever ready."
T.I. Speaks To Boys And Girls Club Part4,Music,6832,Legacy Evergreen,59/100,Evergreen topic — publish whenever you're ready.,"Strong buy — high view ceiling, long relevance window. Publish whenever ready."
T.I. Speaks To Boys And Girls Club Part3,Music,6833,Legacy Evergreen,58/100,Evergreen topic — publish whenever you're ready.,"Strong buy — high view ceiling, long relevance window. Publish whenever ready."
T.I. VS. T.I.P - #2 'Style Wars',Music,6837,Legacy Evergreen,13/100,Evergreen topic — publish whenever you're ready.,"Strong buy — high view ceiling, long relevance window. Publish whenever ready."
T.I. VS. T.I.P - #1 Conflict Resolution,Music,6841,Legacy Evergreen,25/100,Evergreen topic — publish whenever you're ready.,"Strong buy — high view ceiling, long relevance window. Publish whenever ready."
T.I. - Big Things Poppin' (Do It) [Official Video],Music,6852,Legacy Evergreen,92/100,Evergreen topic — publish whenever you're ready.,"Strong buy — high view ceiling, long relevance window. Publish whenever ready."
Message From T.I.- Call T.I. (404) 492-6706,Music,6894,Legacy Evergreen,49/100,Evergreen topic — publish whenever you're ready.,"Strong buy — high view ceiling, long relevance window. Publish whenever ready."
100th Brawler Reveal - Brawl Talk,Gaming,4,Flash Viral,11/100,Early trend — publish within 48–72 hours.,Skip it — high engagement but burns out before most creators can publish.
Sirius - The Untold Lore (Brawl Stars Animation),Gaming,6,Flash Viral,35/100,Early trend — publish within 48–72 hours.,Skip it — high engagement but burns out before most creators can publish.
DATE A BRAWLER! 🥵 #Brawlentines,Gaming,11,Flash Viral,29/100,Growing trend — you have up to a week.,Skip it — high engagement but burns out before most creators can publish.
Be the damn Mr. P,Gaming,13,Fast Mover,17/100,Growing trend — you have up to a week.,Move fast — the window is open but closing. Publish within 48 hours.
🍀 IT’S A LUCKY WEEK! 🍀,Gaming,27,Fast Mover,11/100,Growing trend — you have up to a week.,Move fast — the window is open but closing. Publish within 48 hours.
Are Buffies reviving Brawl Stars? - Time to Explain,Gaming,28,Flash Viral,17/100,Growing trend — you have up to a week.,Skip it — high engagement but burns out before most creators can publish.
#RandomBS Day 11,Gaming,33,Fast Mover,11/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
Glowy needs a friend! (Brawl Stars Animation),Gaming,34,Flash Viral,46/100,"Slow burn — topic has time, don't rush quality.",Skip it — high engagement but burns out before most creators can publish.
#RandomBS Day 10,Gaming,34,Fast Mover,12/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
#RandomBS Day 9,Gaming,35,Fast Mover,11/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
#RandomBS Day 8,Gaming,36,Fast Mover,11/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
#RandomBS Day 7,Gaming,37,Fast Mover,12/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
#RandomBS Day 6,Gaming,38,Fast Mover,13/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
#RandomBS Day 5,Gaming,39,Fast Mover,13/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
Chasing Glory - A Brawl Stars Esports Series (OFFICIAL TRAILER),Gaming,40,Flash Viral,6/100,"Slow burn — topic has time, don't rush quality.",Skip it — high engagement but burns out before most creators can publish.
💨 Random BLOW STARS! 💨,Gaming,40,Fast Mover,12/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
#RandomBS Day 3,Gaming,41,Fast Mover,12/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
#RandomBS Day 2,Gaming,42,Fast Mover,11/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
Everyone can get Finx for FREE! #RandomBS,Gaming,43,Flash Viral,23/100,"Slow burn — topic has time, don't rush quality.",Skip it — high engagement but burns out before most creators can publish.
The New Brawl Pass Vault Is live!,Gaming,55,Flash Viral,18/100,"Slow burn — topic has time, don't rush quality.",Skip it — high engagement but burns out before most creators can publish.
Ep 3: The Pool Pee’er Strikes - Case Closed!,Gaming,61,Flash Viral,19/100,"Slow burn — topic has time, don't rush quality.",Skip it — high engagement but burns out before most creators can publish.
Ep 2: The Pool Pee’er Strikes - Pierce is on the Case!,Gaming,65,Flash Viral,19/100,"Slow burn — topic has time, don't rush quality.",Skip it — high engagement but burns out before most creators can publish.
Ep 1: The Pool Pee-er Strikes - Everyone's been peed on!,Gaming,68,Flash Viral,21/100,"Slow burn — topic has time, don't rush quality.",Skip it — high engagement but burns out before most creators can publish.
Brawl Stars: BUFFIES FOREVER!,Gaming,71,Flash Viral,48/100,"Slow burn — topic has time, don't rush quality.",Skip it — high engagement but burns out before most creators can publish.
The Biggest Update of the year! (Brawl Talk),Gaming,74,Flash Viral,11/100,"Slow burn — topic has time, don't rush quality.",Skip it — high engagement but burns out before most creators can publish.
Can you guess them all?! 👄😏,Gaming,78,Fast Mover,11/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
Mecha Girls to the Rescue! (New Season),Gaming,83,Flash Viral,30/100,"Slow burn — topic has time, don't rush quality.",Skip it — high engagement but burns out before most creators can publish.
muevelo Pamcita,Gaming,84,Fast Mover,8/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
Brawl's Economy Won't Recover from the Black Friday!,Gaming,89,Flash Viral,12/100,"Slow burn — topic has time, don't rush quality.",Skip it — high engagement but burns out before most creators can publish.
YOUR CHANCE TO GET 10K GEMS!,Gaming,93,Flash Viral,18/100,"Slow burn — topic has time, don't rush quality.",Skip it — high engagement but burns out before most creators can publish.
New Cursed Puppet Brawler | Gigi Animation,Gaming,96,Flash Viral,22/100,"Slow burn — topic has time, don't rush quality.",Skip it — high engagement but burns out before most creators can publish.
5 days left for the Gym Rat Challenge 🤗,Gaming,97,Fast Mover,13/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
"New Pro Pass, Tiger Leon & Ranked Season TOMORROW! 🐯",Gaming,98,Fast Mover,12/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
Were your #ScaryDoors predictions right? Let's find out! 😏,Gaming,109,Fast Mover,18/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
Brawl Stars x Stranger Things,Gaming,111,Flash Viral,59/100,"Slow burn — topic has time, don't rush quality.",Skip it — high engagement but burns out before most creators can publish.
Let’s open the 3 FINAL DOORS of the #ScaryDoors event! 👻🔑,Gaming,111,Fast Mover,19/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
uwu! Let's open freaky Door 12 👀,Gaming,112,Fast Mover,18/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
Today we open Door 10! AND IT'S LUMI!! 🔥❄️,Gaming,113,Fast Mover,18/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
You finally did it! DOOR 5 IS MANGA KENJI! ⚔️,Gaming,114,Fast Mover,19/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
You guys voted for Door number 1 and it’s the…,Gaming,115,Fast Mover,22/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
Can we still be friends after this? 👉👈,Gaming,116,Fast Mover,21/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
You know the thing with random rewards?,Gaming,117,Fast Mover,20/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
Oh no Mr. Puppet don't say those things! #scarydoors,Gaming,118,Fast Mover,19/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
I wonder what might be behind Door 15?! 👀,Gaming,119,Fast Mover,20/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
You can DELETE Mortis from the game! #ScaryDoors,Gaming,120,Flash Viral,22/100,"Slow burn — topic has time, don't rush quality.",Skip it — high engagement but burns out before most creators can publish.
PSSSST! The next Community Event is coming tomorrow after the update release! 🚪,Gaming,121,Fast Mover,17/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
Stranger Things in Brawl Talk!,Gaming,123,Flash Viral,18/100,"Slow burn — topic has time, don't rush quality.",Skip it — high engagement but burns out before most creators can publish.
Brawl Stars is turning upside down!,Gaming,126,Flash Viral,35/100,"Slow burn — topic has time, don't rush quality.",Skip it — high engagement but burns out before most creators can publish.
"IN BRAWL, YOU CAN",Gaming,127,Flash Viral,48/100,"Slow burn — topic has time, don't rush quality.",Skip it — high engagement but burns out before most creators can publish.
Brawl Stars x Reckless Love: Ziggy,Gaming,130,Flash Viral,43/100,"Slow burn — topic has time, don't rush quality.",Skip it — high engagement but burns out before most creators can publish.
Clash Royale OR Brawl Stars? 👀,Gaming,134,Fast Mover,18/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
"#BGS25 comes to an end, but our hearts are full 💛 💚",Gaming,135,Fast Mover,13/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
"If you’re are at #BGS25, today’s your LAST chance to experience the Brawl Stars village! ✌️",Gaming,136,Fast Mover,18/100,"Slow burn — topic has time, don't rush quality.",Move fast — the window is open but closing. Publish within 48 hours.
